state,year,month,n_incidents,average_temperature,average_precipitation
Florida,2017,12,1.307026608438154,16.5,0.42672
Georgia,2014,1,1.0926488768860858,4.444444444444445,0.84582
Georgia,2014,2,0.6456561545235961,9.888888888888888,1.03124
Georgia,2014,3,1.1224483917102517,11.61111111111111,1.1201400000000001
Georgia,2014,4,1.0231166756296985,17.27777777777778,1.8669
Georgia,2014,5,1.0330498472377538,21.77777777777778,0.9829800000000001
Georgia,2014,6,1.1919805929666392,25.72222222222222,0.92456
Georgia,2014,7,1.8773694339224565,26.055555555555557,1.00584
Georgia,2014,8,2.29456264146078,26.22222222222222,0.8559800000000001
Georgia,2014,9,2.900486109552155,24.166666666666668,1.26238
Georgia,2014,10,2.9799514824165976,18.666666666666664,0.70612
Georgia,2014,11,1.619106972113018,9.888888888888888,1.1074400000000002
Georgia,2014,12,1.2019137645746945,10.722222222222221,1.3487399999999998
Georgia,2015,1,1.2673839142651133,7.166666666666667,0.92456
Georgia,2015,2,1.7586179895616687,6.222222222222224,1.14046
Georgia,2015,3,1.9649363011862222,14.88888888888889,0.71374
Georgia,2015,4,2.29897547238788,19.333333333333332,1.5748
Georgia,2015,5,2.407046968953122,22.444444444444446,0.55118
Georgia,2015,6,2.4168716504590533,26.27777777777778,1.0795
Georgia,2015,7,2.4954691025065023,27.5,1.1811
Georgia,2015,8,2.38739760594126,26.38888888888889,1.46812
Georgia,2015,9,2.03370907172774,23.22222222222222,0.9525
Georgia,2015,10,2.151605249798913,18.22222222222222,0.82042
Georgia,2015,11,2.112306523775189,15.444444444444445,1.59512
Georgia,2015,12,2.367748242929398,14.944444444444445,2.15646
Georgia,2016,1,2.407325257792502,6.888888888888888,0.96012
Georgia,2016,2,1.7278382898671991,10.0,1.23698
Georgia,2016,3,1.1163000187344263,16.055555555555557,0.76962
Georgia,2016,4,0.7377287080331861,17.72222222222222,1.05664
Georgia,2016,5,0.8250913181950109,21.555555555555557,0.70612
Georgia,2016,6,0.7571426214024805,26.5,1.02108
Georgia,2016,7,0.99981653851866,28.22222222222222,0.6985
Georgia,2016,8,0.9609887117800715,27.555555555555554,1.016
Georgia,2016,9,1.1551278454730152,25.27777777777778,0.88646
Georgia,2016,10,1.6113548096514327,19.88888888888889,0.35306
Georgia,2016,11,1.31043915242737,14.444444444444445,0.2413
Georgia,2016,12,1.8637356834522598,11.166666666666666,1.44272
Georgia,2017,1,1.3928472968676304,11.777777777777779,1.96088
Georgia,2017,2,1.373635610014284,13.61111111111111,0.53086
Georgia,2017,3,1.3544239231609372,14.444444444444445,0.53594
Georgia,2017,4,1.5369349482677304,19.72222222222222,0.94996
Georgia,2017,5,1.7962927207879098,21.888888888888893,1.4223999999999999
Georgia,2017,6,1.498511574561037,24.777777777777775,1.6154400000000002
Georgia,2017,7,1.8251102510679296,26.999999999999996,1.2344400000000002
Georgia,2017,8,1.7290518168011966,26.333333333333336,1.1633200000000001
Georgia,2017,9,1.258365488894204,23.333333333333332,1.27254
Georgia,2017,10,1.7098401299478498,19.444444444444443,0.8991600000000001
Georgia,2017,11,1.2775771757475507,13.555555555555555,0.254
Georgia,2017,12,1.133489524347451,9.611111111111109,0.81026
Idaho,2014,1,0.6130786849707439,-2.3888888888888893,0.51308
Idaho,2014,2,0.6130786849707439,-2.2222222222222223,0.9347200000000001
Idaho,2014,3,0.30653934248537196,2.333333333333335,0.99568
Idaho,2014,4,0.3678472109824463,5.333333333333334,0.5461
Idaho,2014,5,0.797002290461967,10.88888888888889,0.32004
Idaho,2014,6,0.6130786849707439,13.722222222222223,0.33528
Idaho,2014,7,0.9196180274561158,20.72222222222222,0.09906000000000001
Idaho,2014,8,0.3678472109824463,17.666666666666668,0.5816600000000001
Idaho,2014,9,0.3678472109824463,14.222222222222221,0.38862
Idaho,2014,10,0.5517708164736695,9.166666666666666,0.32766
Idaho,2014,11,0.3678472109824463,-0.4999999999999992,0.8432799999999999
Idaho,2014,12,0.797002290461967,-1.6111111111111103,0.8382
Idaho,2015,1,0.6056718748391184,-1.8333333333333337,0.52324
Idaho,2015,2,0.7268062498069421,1.7777777777777795,0.47244
Idaho,2015,3,1.2113437496782369,4.8888888888888875,0.38354
Idaho,2015,4,0.7268062498069421,5.7222222222222205,0.31242
Idaho,2015,5,0.9690749997425895,10.999999999999998,0.73406
Idaho,2015,6,0.8479406247747657,18.166666666666668,0.19558
Idaho,2015,7,0.7268062498069421,18.388888888888886,0.34798
Idaho,2015,8,1.2719109371621486,18.77777777777778,0.19304000000000002
Idaho,2015,9,0.7873734372908539,14.000000000000002,0.33274000000000004
Idaho,2015,10,1.150776562194325,10.388888888888891,0.42926
Idaho,2015,11,0.7873734372908539,-1.1666666666666674,0.63754
Idaho,2015,12,0.36340312490347104,-4.277777777777778,1.15824
Idaho,2016,1,0.6538356376086258,-3.444444444444444,0.67564
Idaho,2016,2,0.5943960341896599,-0.055555555555556344,0.4191
Idaho,2016,3,0.8321544478655238,2.7777777777777777,0.90932
Idaho,2016,4,0.7727148444465579,8.333333333333334,0.4191
Idaho,2016,5,0.5943960341896599,10.333333333333334,0.56134
Idaho,2016,6,0.5349564307706939,16.22222222222222,0.20320000000000002
Idaho,2016,7,0.7132752410275919,18.22222222222222,0.18288
Idaho,2016,8,0.8915940512844899,18.166666666666668,0.0381
Idaho,2016,9,0.5943960341896599,12.555555555555555,0.46228
Idaho,2016,10,0.5943960341896599,7.6111111111111125,1.15316
Idaho,2016,11,0.8915940512844899,3.7222222222222237,0.36576
Idaho,2016,12,0.5943960341896599,-7.166666666666667,0.92964
Idaho,2017,1,0.6403856285821572,-7.5,0.84582
Idaho,2017,2,0.4657350026052051,-1.3888888888888888,1.2471400000000001
Idaho,2017,3,0.6403856285821572,3.611111111111111,1.0515599999999998
Idaho,2017,4,0.7568193792334584,4.61111111111111,0.7493000000000001
Idaho,2017,5,0.5821687532565065,10.333333333333334,0.40640000000000004
Idaho,2017,6,0.40751812727955455,15.055555555555555,0.42926
Idaho,2017,7,0.5821687532565065,21.11111111111111,0.08382
Idaho,2017,8,0.4657350026052051,19.388888888888893,0.08889999999999999
Idaho,2017,9,1.0479037558617117,13.166666666666668,0.53086
Idaho,2017,10,0.9896868805360609,5.499999999999999,0.4191
Idaho,2017,11,0.8150362545591091,1.6111111111111103,0.9017
Idaho,2017,12,1.1061206311873624,-3.7777777777777777,0.56896
Illinois,2014,1,1.2418028400496628,-7.055555555555555,0.43688
Illinois,2014,2,0.9468746655378679,-7.000000000000001,0.56388
Illinois,2014,3,1.365983124054629,1.3333333333333326,0.37084
Illinois,2014,4,2.017929615080702,11.333333333333334,1.3081
Illinois,2014,5,2.351664128344049,17.61111111111111,0.8356600000000001
Illinois,2014,6,2.2042000410881513,22.77777777777778,1.7195799999999999
Illinois,2014,7,2.5534570898521194,21.27777777777778,0.8356600000000001
Illinois,2014,8,2.3982317348459112,23.22222222222222,1.3182600000000002
Illinois,2014,9,1.9247944020769772,18.166666666666668,1.04394
Illinois,2014,10,2.2430063798397035,12.388888888888888,1.09982
Illinois,2014,11,1.5212084790608371,1.4444444444444453,0.47244
Illinois,2014,12,2.002407079580081,1.0555555555555547,0.4826
Illinois,2015,1,1.6331084905854794,-3.5000000000000004,0.381
Illinois,2015,2,1.1353992363118097,-7.000000000000001,0.36322
Illinois,2015,3,2.0452739667808624,3.4999999999999982,0.5969
Illinois,2015,4,2.0841575022709926,12.388888888888888,0.86614
Illinois,2015,5,2.6440804133288713,18.277777777777782,1.36906
Illinois,2015,6,2.3718956648979583,22.055555555555557,2.39776
Illinois,2015,7,2.589643463642689,23.444444444444443,1.32334
Illinois,2015,8,2.5585366352505847,22.16666666666667,0.76708
Illinois,2015,9,2.418555907486115,21.333333333333336,0.86868
Illinois,2015,10,1.9908370170946799,13.333333333333334,0.36576
Illinois,2015,11,1.9364000674084971,8.11111111111111,1.40208
Illinois,2015,12,2.154147866153228,5.055555555555556,1.69418
Illinois,2016,1,2.636397084144825,-2.833333333333334,0.21844
Illinois,2016,2,1.856397946823871,0.9999999999999984,0.33274000000000004
Illinois,2016,3,2.956196730446416,8.499999999999998,0.8509
Illinois,2016,4,2.5895971359055676,11.666666666666666,0.8382
Illinois,2016,5,3.299396350867636,16.666666666666668,1.10236
Illinois,2016,6,3.143396523403445,23.77777777777778,0.79502
Illinois,2016,7,3.6971959109013226,24.222222222222218,1.7526000000000002
Illinois,2016,8,4.079395488188591,24.27777777777778,1.7195799999999999
Illinois,2016,9,3.2213964371355406,21.555555555555557,0.86868
Illinois,2016,10,3.6893959195281134,15.5,0.60452
Illinois,2016,11,3.385196255972941,8.944444444444445,0.65786
Illinois,2016,12,3.06539660967135,-1.722222222222223,0.35559999999999997
Illinois,2017,1,3.4197189288407355,0.055555555555556344,0.54102
Illinois,2017,2,2.715428989262552,5.055555555555556,0.18542
Illinois,2017,3,2.4650147885236424,6.222222222222224,0.90424
Illinois,2017,4,3.6857840171258274,13.61111111111111,1.74752
Illinois,2017,5,3.6701331295796455,16.61111111111111,1.31318
Illinois,2017,6,3.6466567982603726,22.61111111111111,0.81026
Illinois,2017,7,3.6544822420334633,24.499999999999996,1.2217399999999998
Illinois,2017,8,3.4197189288407355,21.38888888888889,0.6096
Illinois,2017,9,3.177130171874917,20.444444444444443,0.21081999999999998
Illinois,2017,10,3.106701177917099,14.5,1.27
Illinois,2017,11,2.4884911198429154,5.499999999999999,0.57404
Illinois,2017,12,2.4571893447505517,-1.2222222222222219,0.21336
Indiana,2014,1,1.6076087820331217,-7.000000000000001,0.59182
Indiana,2014,2,1.425615335010504,-5.555555555555555,0.67056
Indiana,2014,3,1.6986055055444305,1.1666666666666674,0.46990000000000004
Indiana,2014,4,1.4104492144252858,11.333333333333334,1.4554200000000002
Indiana,2014,5,1.182957405647014,17.166666666666668,1.0744200000000002
Indiana,2014,6,1.5166120585218128,22.555555555555554,1.42494
Indiana,2014,7,1.2132896468174503,20.611111111111107,0.85344
Indiana,2014,8,1.2587880085731047,22.444444444444446,1.25984
Indiana,2014,9,1.5621104202774672,17.77777777777778,0.88392
Indiana,2014,10,1.4104492144252858,12.111111111111109,1.04902
Indiana,2014,11,1.1677912850617957,2.000000000000001,0.67564
Indiana,2014,12,1.4711136967661584,1.4444444444444453,0.65786
Indiana,2015,1,1.3618984986128309,-3.7222222222222223,0.53594
Indiana,2015,2,0.9533289490289815,-7.055555555555555,0.35559999999999997
Indiana,2015,3,1.5434849650945415,2.8888888888888906,0.8991600000000001
Indiana,2015,4,1.2105764432114052,11.61111111111111,1.21666
Indiana,2015,5,1.7704680481966801,18.333333333333332,1.01092
Indiana,2015,6,1.6494104038755395,21.666666666666668,2.30378
Indiana,2015,7,1.70993922603611,22.722222222222225,1.5824200000000002
Indiana,2015,8,1.8158646648171077,21.444444444444443,0.6527799999999999
Indiana,2015,9,1.7553358426565375,20.444444444444443,0.60706
Indiana,2015,10,1.6645426094156819,13.11111111111111,0.61468
Indiana,2015,11,1.7402036371163947,8.11111111111111,0.9067799999999999
Indiana,2015,12,1.6191459927952543,5.833333333333333,1.38176
Indiana,2016,1,1.6279024898467118,-2.5,0.34036000000000005
Indiana,2016,2,1.145561011373612,1.0555555555555547,0.70612
Indiana,2016,3,1.673122003453565,8.499999999999998,1.13284
Indiana,2016,4,1.8540000578809774,11.11111111111111,1.05918
Indiana,2016,5,1.8841464002855461,15.88888888888889,0.89662
Indiana,2016,6,1.5374634626330055,22.722222222222225,1.08712
Indiana,2016,7,1.9444390850946836,23.666666666666664,1.30302
Indiana,2016,8,2.0650244547129586,24.27777777777778,1.64592
Indiana,2016,9,1.8992195714878304,21.055555555555557,0.92964
Indiana,2016,10,2.1102439683198115,15.277777777777779,0.66294
Indiana,2016,11,1.869073229083262,8.333333333333334,0.65532
Indiana,2016,12,1.7484878594649869,-1.2222222222222219,0.59944
Indiana,2017,1,2.057650871617905,0.9999999999999984,0.9347200000000001
Indiana,2017,2,1.6070703887818678,5.166666666666665,0.34290000000000004
Indiana,2017,3,1.4118188462195846,5.888888888888889,1.02616
Indiana,2017,4,1.8023219313441505,13.88888888888889,1.22682
Indiana,2017,5,1.967534775050698,16.055555555555557,1.7526000000000002
Indiana,2017,6,1.8323606301998865,21.722222222222218,1.10998
Indiana,2017,7,1.7122058347769433,23.444444444444443,1.5417800000000002
Indiana,2017,8,1.7873025819162827,21.11111111111111,0.57404
Indiana,2017,9,1.7873025819162827,19.555555555555557,0.51562
Indiana,2017,10,1.8473799796277544,14.222222222222221,1.09728
Indiana,2017,11,1.5920510393539997,5.777777777777777,1.1252199999999999
Indiana,2017,12,1.3667607979359808,-1.3333333333333326,0.33782
Iowa,2014,1,1.5437310048724011,-9.88888888888889,0.10922
Iowa,2014,2,1.6723752552784343,-10.444444444444445,0.381
Iowa,2014,3,1.3186035666618425,-1.2777777777777781,0.20574
Iowa,2014,4,1.3507646292633508,8.61111111111111,1.1811
Iowa,2014,5,1.4150867544663677,15.555555555555555,0.7721600000000001
Iowa,2014,6,1.189959316255809,21.22222222222222,2.45364
Iowa,2014,7,1.9296637560905012,20.444444444444443,0.8382
Iowa,2014,8,1.447247817067876,21.77777777777778,1.50368
Iowa,2014,9,1.9618248186920095,16.666666666666668,1.1049
Iowa,2014,10,1.6080531300754177,10.666666666666668,0.80518
Iowa,2014,11,1.1256371910527925,-1.4999999999999996,0.19304000000000002
Iowa,2014,12,1.0613150658497756,-2.1111111111111116,0.27940000000000004
Iowa,2015,1,1.3777811955295807,-5.777777777777777,0.13208
Iowa,2015,2,0.672869886188865,-9.722222222222221,0.28194
Iowa,2015,3,1.121449810314775,2.944444444444443,0.14224
Iowa,2015,4,1.8584025428073414,10.61111111111111,0.8559800000000001
Iowa,2015,5,1.0573669640110734,15.555555555555555,1.28524
Iowa,2015,6,1.5379883112888342,20.777777777777782,1.62052
Iowa,2015,7,1.5059468881369835,22.22222222222222,1.39954
Iowa,2015,8,2.0506510817184456,20.500000000000004,1.34366
Iowa,2015,9,2.274941043781401,20.222222222222225,1.06172
Iowa,2015,10,1.666154003896237,11.666666666666666,0.44704
Iowa,2015,11,1.34573977237773,5.555555555555555,1.0363200000000001
Iowa,2015,12,1.6020711575925355,0.5555555555555556,1.19634
Iowa,2016,1,1.756419153144102,-6.888888888888888,0.14986
Iowa,2016,2,1.4370702162088107,-1.8888888888888882,0.22352
Iowa,2016,3,2.1396378774664515,5.777777777777777,0.57912
Iowa,2016,4,1.46900510990234,10.055555555555555,0.81026
Iowa,2016,5,1.4051353225152816,15.277777777777779,1.1074400000000002
Iowa,2016,6,1.724484259450573,22.77777777777778,0.9398000000000001
Iowa,2016,7,1.564809790982927,22.666666666666668,1.50368
Iowa,2016,8,2.0757680900793933,22.22222222222222,1.5595599999999998
Iowa,2016,9,1.7883540468376313,19.61111111111111,1.55448
Iowa,2016,10,1.8202889405311602,12.944444444444443,0.51054
Iowa,2016,11,1.7883540468376313,7.277777777777778,0.35306
Iowa,2016,12,1.46900510990234,-5.055555555555556,0.38608000000000003
Iowa,2017,1,1.4960767773869585,-4.333333333333333,0.39624000000000004
Iowa,2017,2,1.6870653021597617,1.3888888888888888,0.25146
Iowa,2017,3,1.3369196734096227,3.0555555555555554,0.6527799999999999
Iowa,2017,4,1.1459311486368193,10.61111111111111,0.9652
Iowa,2017,5,1.6870653021597617,14.722222222222221,1.2192
Iowa,2017,6,1.4960767773869585,21.722222222222218,0.889
Iowa,2017,7,1.9098852477280324,23.72222222222222,0.74676
Iowa,2017,8,1.7188967229552292,19.88888888888889,0.97282
Iowa,2017,9,1.4960767773869585,19.27777777777778,0.58674
Iowa,2017,10,1.6234024605688275,11.833333333333332,1.33604
Iowa,2017,11,1.36875109420509,2.333333333333335,0.10414
Iowa,2017,12,1.082268307045885,-4.222222222222223,0.09906000000000001
Kansas,2014,1,0.7240193416595557,-1.3333333333333326,0.06096
Kansas,2014,2,0.5861108956291642,-2.333333333333333,0.1905
Kansas,2014,3,0.31029400356838105,4.777777777777779,0.12192
Kansas,2014,4,0.3792482265835768,12.222222222222221,0.40386000000000005
Kansas,2014,5,1.2411760142735242,18.166666666666668,0.50292
Kansas,2014,6,0.965359122212741,23.111111111111107,1.9253200000000001
Kansas,2014,7,1.5514700178419052,24.111111111111114,0.60706
Kansas,2014,8,1.5514700178419052,25.72222222222222,0.77724
Kansas,2014,9,1.5169929063343073,20.11111111111111,0.75692
Kansas,2014,10,1.31013023728872,14.944444444444445,0.6985
Kansas,2014,11,0.8274506761823495,3.611111111111111,0.07365999999999999
Kansas,2014,12,1.3790844603039158,1.4444444444444453,0.34036000000000005
Kansas,2015,1,1.2031580492476655,0.055555555555556344,0.09398
Kansas,2015,2,0.6531429410201611,-0.44444444444444486,0.21081999999999998
Kansas,2015,3,1.0312783279265703,8.222222222222221,0.12446
Kansas,2015,4,1.3062858820403223,13.555555555555555,0.70104
Kansas,2015,5,1.2719099377761034,16.5,2.1031199999999997
Kansas,2015,6,1.1000302164550082,24.333333333333332,0.84836
Kansas,2015,7,1.7531731574751694,26.055555555555557,1.2522199999999999
Kansas,2015,8,1.5125415476256363,24.0,0.7493000000000001
Kansas,2015,9,1.1000302164550082,23.444444444444443,0.40132
Kansas,2015,10,1.7531731574751694,15.11111111111111,0.45466
Kansas,2015,11,1.1344061607192273,8.055555555555555,0.7874
Kansas,2015,12,1.1687821049834464,3.111111111111112,0.59944
Kansas,2016,1,1.5115890786314896,0.0,0.12192
Kansas,2016,2,0.6183773503492458,4.8888888888888875,0.13970000000000002
Kansas,2016,3,1.8207777538061125,9.833333333333336,0.19558
Kansas,2016,4,1.2024004034568667,13.499999999999998,1.35636
Kansas,2016,5,1.5115890786314896,16.444444444444443,1.1633200000000001
Kansas,2016,6,1.2367547006984916,25.27777777777778,0.5841999999999999
Kansas,2016,7,1.9238406455309867,26.5,1.2827
Kansas,2016,8,1.9925492400142364,24.66666666666667,1.2446000000000002
Kansas,2016,9,1.6490062675979889,21.555555555555557,1.04394
Kansas,2016,10,1.6833605648396137,16.38888888888889,0.36576
Kansas,2016,11,1.9581949427726115,9.944444444444445,0.11938
Kansas,2016,12,1.614651970356364,-1.2222222222222219,0.17526
Kansas,2017,1,1.6158321294810978,0.5555555555555556,0.39624000000000004
Kansas,2017,2,1.409555687419681,6.166666666666668,0.06096
Kansas,2017,3,1.6158321294810978,9.38888888888889,0.7086600000000001
Kansas,2017,4,1.8908673855629867,13.11111111111111,1.2877800000000001
Kansas,2017,5,1.2720380593787366,16.77777777777778,1.22682
Kansas,2017,6,1.2032792453582644,23.944444444444443,0.8128000000000001
Kansas,2017,7,1.6158321294810978,26.722222222222218,0.60706
Kansas,2017,8,1.7533497575220423,22.83333333333333,0.90424
Kansas,2017,9,1.7877291645322786,21.38888888888889,0.60706
Kansas,2017,10,1.1688998383480282,14.222222222222221,0.69342
Kansas,2017,11,1.68459094350157,7.333333333333335,0.04064
Kansas,2017,12,1.5126939084503896,0.8888888888888897,0.02794
Kentucky,2014,1,2.0841125157979126,-2.8888888888888884,0.59436
Kentucky,2014,2,1.4271640053833534,0.6666666666666683,1.13538
Kentucky,2014,3,1.4498174022942,5.277777777777778,0.87376
Kentucky,2014,4,1.676351371402669,14.11111111111111,1.63322
Kentucky,2014,5,1.8575785466894439,18.944444444444443,0.9271
Kentucky,2014,6,1.5857377837592814,23.388888888888886,1.01092
Kentucky,2014,7,2.4692202632823097,22.555555555555554,0.93218
Kentucky,2014,8,2.3332998818172284,23.944444444444443,1.38684
Kentucky,2014,9,2.0161523250653723,20.11111111111111,0.55626
Kentucky,2014,10,1.834925149778597,14.222222222222221,1.4452600000000002
Kentucky,2014,11,1.0420562578989563,4.333333333333332,0.6172200000000001
Kentucky,2014,12,1.110016448631497,4.2777777777777795,0.85344
Kentucky,2015,1,1.19747599173606,0.11111111111111269,0.50038
Kentucky,2015,2,1.0619126719168834,-3.166666666666666,0.82804
Kentucky,2015,3,1.5363842912840016,6.944444444444445,1.61036
Kentucky,2015,4,1.965668137378061,14.11111111111111,2.1031199999999997
Kentucky,2015,5,1.5815720645570606,19.61111111111111,0.67818
Kentucky,2015,6,1.7623231576492957,23.444444444444443,1.38938
Kentucky,2015,7,1.8301048175588843,24.72222222222222,2.3799799999999998
Kentucky,2015,8,2.078637570560708,22.666666666666668,0.81026
Kentucky,2015,9,1.4911965180109426,21.22222222222222,0.73406
Kentucky,2015,10,2.0334497972876493,14.333333333333334,1.00584
Kentucky,2015,11,1.6719476111031781,10.5,1.11506
Kentucky,2015,12,1.0167248986438246,9.277777777777779,1.65608
Kentucky,2016,1,1.7349446237220554,-0.22222222222222143,0.47752
Kentucky,2016,2,1.329373153241575,3.8333333333333326,1.26238
Kentucky,2016,3,1.622285881921922,10.999999999999998,1.07188
Kentucky,2016,4,1.8250716171621624,14.055555555555554,0.92456
Kentucky,2016,5,1.847603365522189,17.166666666666668,1.53924
Kentucky,2016,6,1.5997541335618952,23.833333333333336,0.94996
Kentucky,2016,7,1.7349446237220554,25.500000000000004,2.13106
Kentucky,2016,8,2.2081113392826164,25.555555555555557,1.27
Kentucky,2016,9,2.0503891007624295,22.333333333333332,0.54102
Kentucky,2016,10,2.1179843458425096,17.055555555555557,0.2667
Kentucky,2016,11,1.6448176302819486,9.944444444444445,0.5257799999999999
Kentucky,2016,12,1.8025398688021357,2.7777777777777777,1.53416
Kentucky,2017,1,1.9540602677107488,4.944444444444444,1.0795
Kentucky,2017,2,2.1562044333359984,7.88888888888889,0.508
Kentucky,2017,3,1.9091393420162486,8.833333333333334,1.1633200000000001
Kentucky,2017,4,1.796837027779999,16.38888888888889,1.13792
Kentucky,2017,5,1.796837027779999,18.333333333333332,1.5493999999999999
Kentucky,2017,6,1.617153325001999,22.055555555555557,1.25984
Kentucky,2017,7,1.5273114736129991,24.944444444444446,1.17094
Kentucky,2017,8,1.706995176390999,22.83333333333333,1.11252
Kentucky,2017,9,1.1904045309042492,20.166666666666668,1.1303
Kentucky,2017,10,2.2685067475722485,15.222222222222221,1.3309600000000001
Kentucky,2017,11,1.9989811934052488,8.38888888888889,0.5816600000000001
Kentucky,2017,12,1.5273114736129991,2.1111111111111094,0.74168
Louisiana,2014,1,4.026689847767437,6.333333333333332,0.52324
Louisiana,2014,2,3.1007665137888285,10.111111111111112,1.41224
Louisiana,2014,3,3.1222996145790294,12.777777777777779,1.13538
Louisiana,2014,4,2.799303102726026,18.61111111111111,1.14046
Louisiana,2014,5,3.1222996145790294,22.11111111111111,1.89484
Louisiana,2014,6,3.6175609327536336,26.555555555555557,1.5824200000000002
Louisiana,2014,7,4.220487754879239,26.666666666666668,1.5113
Louisiana,2014,8,3.6390940335438335,27.38888888888889,1.4732
Louisiana,2014,9,3.0146341106280277,25.611111111111107,0.75946
Louisiana,2014,10,3.036167211418228,20.555555555555557,0.83312
Louisiana,2014,11,2.583972094824024,11.722222222222221,0.889
Louisiana,2014,12,2.820836203516226,12.055555555555557,1.0541
Louisiana,2015,1,2.3581730418802955,8.444444444444446,1.4884400000000002
Louisiana,2015,2,1.8436625600155039,8.61111111111111,0.76962
Louisiana,2015,3,2.91555939723382,15.833333333333334,1.4859
Louisiana,2015,4,3.15137670142185,21.0,2.08026
Louisiana,2015,5,3.15137670142185,23.77777777777778,2.09296
Louisiana,2015,6,2.701180029790157,26.944444444444443,1.37668
Louisiana,2015,7,3.215690511654949,29.0,0.762
Louisiana,2015,8,2.765493840023256,28.111111111111107,0.67564
Louisiana,2015,9,2.5511144725795925,25.833333333333332,0.70104
Louisiana,2015,10,2.872683523745087,20.944444444444443,1.91008
Louisiana,2015,11,3.2585663851436815,17.055555555555557,2.30886
Louisiana,2015,12,3.0656249544443845,15.055555555555555,1.4452600000000002
Louisiana,2016,1,2.757509135585014,9.333333333333332,1.08712
Louisiana,2016,2,3.0140216133138527,12.833333333333334,0.82296
Louisiana,2016,3,3.0781497327460623,17.666666666666668,2.6924
Louisiana,2016,4,2.757509135585014,20.11111111111111,1.65354
Louisiana,2016,5,2.9712695336923796,22.944444444444443,1.45288
Louisiana,2016,6,3.3346622104749013,27.16666666666667,1.53162
Louisiana,2016,7,3.5484226085822663,28.72222222222222,1.22682
Louisiana,2016,8,3.762183006689632,28.000000000000004,3.30708
Louisiana,2016,9,3.5697986483930024,26.77777777777778,0.8077200000000001
Louisiana,2016,10,3.869063205743314,21.888888888888893,0.10668
Louisiana,2016,11,4.104199643661416,16.88888888888889,0.7493000000000001
Louisiana,2016,12,5.108873514766034,12.611111111111112,1.6002
Louisiana,2017,1,4.303552464800795,13.777777777777777,1.68402
Louisiana,2017,2,3.746874036518105,16.5,0.59182
Louisiana,2017,3,3.297249152135932,18.000000000000004,0.92456
Louisiana,2017,4,3.746874036518105,20.777777777777782,1.4173200000000001
Louisiana,2017,5,3.5541776574971737,22.11111111111111,2.3215600000000003
Louisiana,2017,6,3.061731355554794,25.833333333333332,2.2834600000000003
Louisiana,2017,7,2.8904456853139666,28.000000000000004,1.20904
Louisiana,2017,8,2.7619814326333456,27.22222222222222,3.28676
Louisiana,2017,9,2.804802850193553,25.0,0.22352
Louisiana,2017,10,3.5755883662772776,20.666666666666668,0.66294
Louisiana,2017,11,3.5541776574971737,16.444444444444443,0.40132
Louisiana,2017,12,2.5692850536124148,10.444444444444443,1.26492
Maine,2014,1,1.2025436805202203,-9.88888888888889,0.86614
Maine,2014,2,0.6764308202926239,-9.055555555555555,0.7239
Maine,2014,3,0.8267487803576516,-7.722222222222222,0.9652
Maine,2014,4,0.3757949001625689,3.7222222222222237,0.87376
Maine,2014,5,0.6764308202926239,10.944444444444446,1.01346
Maine,2014,6,0.7515898003251378,16.444444444444443,1.1633200000000001
Maine,2014,7,0.8267487803576516,19.555555555555557,1.6891
Maine,2014,8,1.1273847004877064,18.000000000000004,0.84836
Maine,2014,9,1.3528616405852478,13.555555555555555,0.40894
Maine,2014,10,1.8789745008128445,9.166666666666666,1.5748
Maine,2014,11,2.1796104209428995,-0.11111111111111072,0.889
Maine,2014,12,1.0522257204551928,-3.3333333333333335,1.5443200000000001
Maine,2015,1,1.2798679778537667,-11.277777777777779,0.80518
Maine,2015,2,0.8281498680230256,-14.88888888888889,0.44196
Maine,2015,3,1.6562997360460512,-5.777777777777777,0.45212
Maine,2015,4,1.5810133844075942,3.2222222222222205,0.78232
Maine,2015,5,2.032731494238335,13.166666666666668,0.7111999999999999
Maine,2015,6,1.2798679778537667,14.166666666666666,1.47066
Maine,2015,7,0.9034362196614825,18.22222222222222,0.91694
Maine,2015,8,1.5057270327691374,19.555555555555557,0.9906
Maine,2015,9,1.3551543294922237,16.555555555555557,1.22428
Maine,2015,10,0.9034362196614825,6.222222222222224,1.2014200000000002
Maine,2015,11,1.882158790961422,2.7777777777777777,0.6172200000000001
Maine,2015,12,1.3551543294922237,-0.44444444444444486,1.3487399999999998
Maine,2016,1,1.5022718105454973,-6.611111111111111,0.635
Maine,2016,2,1.2769310389636728,-5.611111111111112,1.2039600000000001
Maine,2016,3,0.9013630863272984,-1.555555555555556,0.94996
Maine,2016,4,1.6524989916000472,2.944444444444443,0.64262
Maine,2016,5,0.9764766768545733,11.555555555555554,0.65024
Maine,2016,6,2.1031805347636965,15.833333333333334,0.86614
Maine,2016,7,0.8262494958000236,19.444444444444443,0.96012
Maine,2016,8,1.877839763181872,19.222222222222218,1.0541
Maine,2016,9,1.7276125821273218,15.055555555555555,0.40132
Maine,2016,10,1.2769310389636728,8.277777777777779,1.01092
Maine,2016,11,1.4271582200182225,2.8888888888888906,0.9702799999999999
Maine,2016,12,1.201817448436398,-6.388888888888889,1.1607800000000001
Maine,2017,1,0.7492814390999032,-5.833333333333333,0.97282
Maine,2017,2,0.9740658708298742,-6.333333333333332,0.78994
Maine,2017,3,0.9740658708298742,-5.444444444444445,0.68326
